Timepoint,Timepoint_Master,Date,Year,Time,Treatment,Temp,Cone,Culture,Family,ReefMom,Mom,Dad,Species,Boat.ID,Wells,No.LarvaeInExpected,No.LarvaeInObserved,No.LarvaeIn,Percent_Survival_atend,CrossType,Lifestage,Dataform,Cumulative.hrs,Mom2,Dad2,Cross,Cross_2,Zoox,Tank,Replicate,PlateSlide,Well,Recruit,Survival.T1,Condition,Area,Perimeter,CrossSection,Bleach,PAM,Infectionlevel,Rfile,R,R.ojbect,SINGLE.CLUMP,Photos.date,IPAM.date,microPAM.Date,Cassette,Survival.T6,Pamtype,Identifier
10,11,03.12.2019,2019,8:00,Hot,35.5C,8,D20xD16,F2,D20 ,D20 , D16,A.ten,61,C,30,15,16,50,IndivCross,larvae,Raw,144,DaviesMom,DaviesDad,DaviesMomDaviesDad,DxD,NA,NA,NA,NA,NA,2.12.3.1,2,1,1.267,NA,NA,NA,0.497,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,36,E3xE5,F22,E3 ,E3 , E5,A.ten,61,D,30,25,28,80.64516129,IndivCross,larvae,Raw,144,EskMom,EskDad,EskMomEskDad,ExE,NA,NA,NA,NA,NA,2.16.2.1,2,1,0.728,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,36,E3xE5,F22,E3 ,E3 , E5,A.ten,61,E,30,27,28,90,IndivCross,larvae,Raw,144,EskMom,EskDad,EskMomEskDad,ExE,NA,NA,NA,NA,NA,2.16.2.1,2,1,0.66,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,36,E3xE5,F22,E3 ,E3 , E5,A.ten,61,F,30,24,24,80,IndivCross,larvae,Raw,144,EskMom,EskDad,EskMomEskDad,ExE,NA,NA,NA,NA,NA,2.16.3.1,2,1,1.333,NA,NA,NA,0.66,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,110,K1xK7,F81,K1 ,K1 , K7,A.ten,62,A,30,15,16,50,IndivCross,larvae,Raw,144,KeppelsMom,KeppelsDad,KeppelsMomKeppelsDad,KxK,NA,NA,NA,NA,NA,2.16.3.1,2,1,1.289,NA,NA,NA,0.681,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,110,K1xK7,F81,K1 ,K1 , K7,A.ten,62,B,30,20,20,66.66666667,IndivCross,larvae,Raw,144,KeppelsMom,KeppelsDad,KeppelsMomKeppelsDad,KxK,NA,NA,NA,NA,NA,2.16.6.1,2,1,1.164,NA,NA,NA,0.659,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,110,K1xK7,F81,K1 ,K1 , K7,A.ten,62,C,30,19,23,61.29032258,IndivCross,larvae,Raw,144,KeppelsMom,KeppelsDad,KeppelsMomKeppelsDad,KxK,NA,NA,NA,NA,NA,2.16.6.1,2,1,1.178,NA,NA,NA,0.716,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,97,K8xE4,F104,K8 ,K8 , E4,A.ten,62,D,30,7,7,23.33333333,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.19.1.1,2,2,1.08,NA,NA,NA,0.636,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,97,K8xE4,F104,K8 ,K8 , E4,A.ten,62,E,30,6,6,20,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.19.1.1,1,0,NA,NA,NA,NA,0,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,97,K8xE4,F104,K8 ,K8 , E4,A.ten,62,F,30,5,5,16.66666667,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.19.4.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,85,K9xE4,F56,K9 ,K9 , E4,A.ten,63,A,30,9,9,29.03225806,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.19.4.1,1,0,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,85,K9xE4,F56,K9 ,K9 , E4,A.ten,63,B,30,18,18,58.06451613,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.19.4.2,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,85,K9xE4,F56,K9 ,K9 , E4,A.ten,63,C,30,8,13,26.66666667,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.19.4.2,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,24,E3xD10,F13,E3 ,E3 , D10,A.ten,63,D,30,22,22,70.96774194,IndivCross,larvae,Raw,144,EskMom,DaviesDad,EskMomDaviesDad,ExD,NA,NA,NA,NA,NA,2.19.4.3,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,24,E3xD10,F13,E3 ,E3 , D10,A.ten,63,E,30,23,23,76.66666667,IndivCross,larvae,Raw,144,EskMom,DaviesDad,EskMomDaviesDad,ExD,NA,NA,NA,NA,NA,2.19.4.3,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,24,E3xD10,F13,E3 ,E3 , D10,A.ten,63,F,30,19,19,63.33333333,IndivCross,larvae,Raw,144,EskMom,DaviesDad,EskMomDaviesDad,ExD,NA,NA,NA,NA,NA,2.19.4.4,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,40,D11xE4,F25,D11 ,D11 , E4,A.ten,64,A,30,29,29,96.66666667,IndivCross,larvae,Raw,144,DaviesMom,EskDad,DaviesMomEskDad,DxE,NA,NA,NA,NA,NA,2.19.4.4,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,40,D11xE4,F25,D11 ,D11 , E4,A.ten,64,B,30,23,23,76.66666667,IndivCross,larvae,Raw,144,DaviesMom,EskDad,DaviesMomEskDad,DxE,NA,NA,NA,NA,NA,2.19.4.5,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,40,D11xE4,F25,D11 ,D11 , E4,A.ten,64,C,30,27,27,90,IndivCross,larvae,Raw,144,DaviesMom,EskDad,DaviesMomEskDad,DxE,NA,NA,NA,NA,NA,2.19.4.5,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,79,E3xE4,F27,E3 ,E3 , E4,A.ten,64,D,30,26,26,86.66666667,IndivCross,larvae,Raw,144,EskMom,EskDad,EskMomEskDad,ExE,NA,NA,NA,NA,NA,2.19.4.6,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,79,E3xE4,F27,E3 ,E3 , E4,A.ten,64,E,30,21,24,70,IndivCross,larvae,Raw,144,EskMom,EskDad,EskMomEskDad,ExE,NA,NA,NA,NA,NA,2.19.4.6,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,79,E3xE4,F27,E3 ,E3 , E4,A.ten,64,F,30,27,27,90,IndivCross,larvae,Raw,144,EskMom,EskDad,EskMomEskDad,ExE,NA,NA,NA,NA,NA,2.19.4.7,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,91,K3xD16,F62,K3 ,K3 , D16,A.ten,65,A,30,24,24,80,IndivCross,larvae,Raw,144,KeppelsMom,DaviesDad,KeppelsMomDaviesDad,KxD,NA,NA,NA,NA,NA,2.19.4.7,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,91,K3xD16,F62,K3 ,K3 , D16,A.ten,65,B,30,13,13,43.33333333,IndivCross,larvae,Raw,144,KeppelsMom,DaviesDad,KeppelsMomDaviesDad,KxD,NA,NA,NA,NA,NA,2.19.4.8,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,91,K3xD16,F62,K3 ,K3 , D16,A.ten,65,C,30,22,23,73.33333333,IndivCross,larvae,Raw,144,KeppelsMom,DaviesDad,KeppelsMomDaviesDad,KxD,NA,NA,NA,NA,NA,2.19.4.8,1,0,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,103,E3xK6,F74,E3 ,E3 , K6,A.ten,65,D,30,31,31,100,IndivCross,larvae,Raw,144,EskMom,KeppelsDad,EskMomKeppelsDad,ExK,NA,NA,NA,NA,NA,2.19.5.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,103,E3xK6,F74,E3 ,E3 , K6,A.ten,65,E,30,27,27,90,IndivCross,larvae,Raw,144,EskMom,KeppelsDad,EskMomKeppelsDad,ExK,NA,NA,NA,NA,NA,2.19.5.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,103,E3xK6,F74,E3 ,E3 , K6,A.ten,65,F,30,25,26,83.33333333,IndivCross,larvae,Raw,144,EskMom,KeppelsDad,EskMomKeppelsDad,ExK,NA,NA,NA,NA,NA,2.19.5.2,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,54,K6xE4,F48,K6 ,K6 , E4,A.ten,66,A,30,14,14,46.66666667,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.19.5.2,1,0,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,54,K6xE4,F48,K6 ,K6 , E4,A.ten,66,B,30,16,16,53.33333333,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.19.5.3,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,54,K6xE4,F48,K6 ,K6 , E4,A.ten,66,C,30,8,8,26.66666667,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.19.5.3,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,58,D20xK3,F44,D20 ,D20 , K3,A.ten,66,D,30,26,28,86.66666667,IndivCross,larvae,Raw,144,DaviesMom,KeppelsDad,DaviesMomKeppelsDad,DxK,NA,NA,NA,NA,NA,2.19.5.4,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,58,D20xK3,F44,D20 ,D20 , K3,A.ten,66,E,30,26,27,86.66666667,IndivCross,larvae,Raw,144,DaviesMom,KeppelsDad,DaviesMomKeppelsDad,DxK,NA,NA,NA,NA,NA,2.19.5.4,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,58,D20xK3,F44,D20 ,D20 , K3,A.ten,66,F,30,25,25,83.33333333,IndivCross,larvae,Raw,144,DaviesMom,KeppelsDad,DaviesMomKeppelsDad,DxK,NA,NA,NA,NA,NA,2.19.5.5,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,49,E1xK7,F101,E1 ,E1 , K7,A.ten,67,A,30,22,22,73.33333333,IndivCross,larvae,Raw,144,EskMom,KeppelsDad,EskMomKeppelsDad,ExK,NA,NA,NA,NA,NA,2.19.5.5,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,49,E1xK7,F101,E1 ,E1 , K7,A.ten,67,B,30,30,31,96.77419355,IndivCross,larvae,Raw,144,EskMom,KeppelsDad,EskMomKeppelsDad,ExK,NA,NA,NA,NA,NA,2.19.5.6,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,49,E1xK7,F101,E1 ,E1 , K7,A.ten,67,C,30,27,27,90,IndivCross,larvae,Raw,144,EskMom,KeppelsDad,EskMomKeppelsDad,ExK,NA,NA,NA,NA,NA,2.19.5.6,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,63,D11xK6,F39,D11 ,D11 , K6,A.ten,67,D,30,25,27,83.33333333,IndivCross,larvae,Raw,144,DaviesMom,KeppelsDad,DaviesMomKeppelsDad,DxK,NA,NA,NA,NA,NA,2.19.6.1,2,1,1.205,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,63,D11xK6,F39,D11 ,D11 , K6,A.ten,67,E,30,30,30,100,IndivCross,larvae,Raw,144,DaviesMom,KeppelsDad,DaviesMomKeppelsDad,DxK,NA,NA,NA,NA,NA,2.19.6.1,2,1,1.219,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,63,D11xK6,F39,D11 ,D11 , K6,A.ten,67,F,30,16,16,53.33333333,IndivCross,larvae,Raw,144,DaviesMom,KeppelsDad,DaviesMomKeppelsDad,DxK,NA,NA,NA,NA,NA,2.19.6.2,2,1,1.109,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,82,K9xD20,F53,K9 ,K9 , D20,A.ten,68,A,30,7,7,23.33333333,IndivCross,larvae,Raw,144,KeppelsMom,DaviesDad,KeppelsMomDaviesDad,KxD,NA,NA,NA,NA,NA,2.19.6.2,2,1,1.109,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,82,K9xD20,F53,K9 ,K9 , D20,A.ten,68,B,30,13,13,43.33333333,IndivCross,larvae,Raw,144,KeppelsMom,DaviesDad,KeppelsMomDaviesDad,KxD,NA,NA,NA,NA,NA,2.19.6.3,2,1,,NA,NA,NA,0.603,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,82,K9xD20,F53,K9 ,K9 , D20,A.ten,68,C,30,9,9,28.125,IndivCross,larvae,Raw,144,KeppelsMom,DaviesDad,KeppelsMomDaviesDad,KxD,NA,NA,NA,NA,NA,2.19.6.3,2,1,,NA,NA,NA,0.7,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,16,E5xD12,F8,E5 ,E5 , D12,A.ten,68,D,30,5,5,15.625,IndivCross,larvae,Raw,144,EskMom,DaviesDad,EskMomDaviesDad,ExD,NA,NA,NA,NA,NA,2.2.1.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,16,E5xD12,F8,E5 ,E5 , D12,A.ten,68,E,30,5,5,16.12903226,IndivCross,larvae,Raw,144,EskMom,DaviesDad,EskMomDaviesDad,ExD,NA,NA,NA,NA,NA,2.2.1.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,16,E5xD12,F8,E5 ,E5 , D12,A.ten,68,F,30,4,4,13.33333333,IndivCross,larvae,Raw,144,EskMom,DaviesDad,EskMomDaviesDad,ExD,NA,NA,NA,NA,NA,2.2.1.2,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,6,D12xD16,F1,D12 ,D12 , D16,A.ten,69,A,30,14,16,46.66666667,IndivCross,larvae,Raw,144,DaviesMom,DaviesDad,DaviesMomDaviesDad,DxD,NA,NA,NA,NA,NA,2.2.1.2,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,6,D12xD16,F1,D12 ,D12 , D16,A.ten,69,B,30,15,17,50,IndivCross,larvae,Raw,144,DaviesMom,DaviesDad,DaviesMomDaviesDad,DxD,NA,NA,NA,NA,NA,2.2.1.3,2,1,1.392,NA,NA,NA,0.633,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,6,D12xD16,F1,D12 ,D12 , D16,A.ten,69,C,30,0,1,0,IndivCross,larvae,Raw,144,DaviesMom,DaviesDad,DaviesMomDaviesDad,DxD,NA,NA,NA,NA,NA,2.2.1.3,2,1,1.397,NA,NA,NA,0.527,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,22,E5xD10,F11,E5 ,E5 , D10,A.ten,69,D,30,13,13,43.33333333,IndivCross,larvae,Raw,144,EskMom,DaviesDad,EskMomDaviesDad,ExD,NA,NA,NA,NA,NA,2.2.2.1,2,1,1.111,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,22,E5xD10,F11,E5 ,E5 , D10,A.ten,69,E,30,18,18,60,IndivCross,larvae,Raw,144,EskMom,DaviesDad,EskMomDaviesDad,ExD,NA,NA,NA,NA,NA,2.2.2.1,2,1,0.904,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,22,E5xD10,F11,E5 ,E5 , D10,A.ten,69,F,30,17,17,56.66666667,IndivCross,larvae,Raw,144,EskMom,DaviesDad,EskMomDaviesDad,ExD,NA,NA,NA,NA,NA,2.2.3.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,88,K9xK3,F59,K9 ,K9 , K3,A.ten,70,A,30,14,14,46.66666667,IndivCross,larvae,Raw,144,KeppelsMom,KeppelsDad,KeppelsMomKeppelsDad,KxK,NA,NA,NA,NA,NA,2.2.3.1,1,0,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,88,K9xK3,F59,K9 ,K9 , K3,A.ten,70,B,30,1,2,3.333333333,IndivCross,larvae,Raw,144,KeppelsMom,KeppelsDad,KeppelsMomKeppelsDad,KxK,NA,NA,NA,NA,NA,2.2.4.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,88,K9xK3,F59,K9 ,K9 , K3,A.ten,70,C,30,21,21,70,IndivCross,larvae,Raw,144,KeppelsMom,KeppelsDad,KeppelsMomKeppelsDad,KxK,NA,NA,NA,NA,NA,2.2.4.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,94,K3xK6,F65,K3 ,K3 , K6,A.ten,70,D,30,20,20,64.51612903,IndivCross,larvae,Raw,144,KeppelsMom,KeppelsDad,KeppelsMomKeppelsDad,KxK,NA,NA,NA,NA,NA,2.2.4.2,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,94,K3xK6,F65,K3 ,K3 , K6,A.ten,70,E,30,28,29,90.32258065,IndivCross,larvae,Raw,144,KeppelsMom,KeppelsDad,KeppelsMomKeppelsDad,KxK,NA,NA,NA,NA,NA,2.2.4.2,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,94,K3xK6,F65,K3 ,K3 , K6,A.ten,70,F,30,14,14,46.66666667,IndivCross,larvae,Raw,144,KeppelsMom,KeppelsDad,KeppelsMomKeppelsDad,KxK,NA,NA,NA,NA,NA,2.2.4.3,2,1,1.698,NA,NA,NA,0.651,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,33,D10xE5,F19,D10 ,D10 , E5,A.ten,71,A,30,22,22,73.33333333,IndivCross,larvae,Raw,144,DaviesMom,EskDad,DaviesMomEskDad,DxE,NA,NA,NA,NA,NA,2.2.4.3,2,1,1.677,NA,NA,NA,0.551,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,33,D10xE5,F19,D10 ,D10 , E5,A.ten,71,B,30,27,30,84.375,IndivCross,larvae,Raw,144,DaviesMom,EskDad,DaviesMomEskDad,DxE,NA,NA,NA,NA,NA,2.2.6.1,2,1,1.277,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,33,D10xE5,F19,D10 ,D10 , E5,A.ten,71,C,30,26,26,86.66666667,IndivCross,larvae,Raw,144,DaviesMom,EskDad,DaviesMomEskDad,DxE,NA,NA,NA,NA,NA,2.2.6.1,2,1,1.326,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,107,E3xK9,F94,E3 ,E3 , K9,A.ten,71,D,30,23,25,76.66666667,IndivCross,larvae,Raw,144,EskMom,KeppelsDad,EskMomKeppelsDad,ExK,NA,NA,NA,NA,NA,2.2.6.2,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,107,E3xK9,F94,E3 ,E3 , K9,A.ten,71,E,30,21,21,70,IndivCross,larvae,Raw,144,EskMom,KeppelsDad,EskMomKeppelsDad,ExK,NA,NA,NA,NA,NA,2.2.6.2,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,107,E3xK9,F94,E3 ,E3 , K9,A.ten,71,F,30,26,26,86.66666667,IndivCross,larvae,Raw,144,EskMom,KeppelsDad,EskMomKeppelsDad,ExK,NA,NA,NA,NA,NA,2.22.2.1,2,1,0.526,NA,NA,NA,0.613,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
