Prep Date,Read Date,Read Time,TimePoint,Treatment,Temperature,Family,Cross,CrossPop,Mom,Plate Number,Well Replicate,Settled,SettledPercentage,Metamorphosed but not settled,Not settled,Total count
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F98,E1 x K8,ExK,EskMom,7,1,5,62.5,2,1,8
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F98,E1 x K8,ExK,EskMom,7,2,7,77.77777778,2,0,9
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F98,E1 x K8,ExK,EskMom,7,3,8,80,2,0,10
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F98,E1 x K8,ExK,EskMom,19,1,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F98,E1 x K8,ExK,EskMom,19,2,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F98,E1 x K8,ExK,EskMom,19,3,0,0,0,0,0
11/12/2019,12/12/2019,15:00,T24,Ambient,27.5C,F98,E1 x K8,ExK,EskMom,27,1,0,0,3,4,7
11/12/2019,12/12/2019,15:00,T24,Ambient,27.5C,F98,E1 x K8,ExK,EskMom,27,2,5,50,0,5,10
11/12/2019,12/12/2019,15:00,T24,Ambient,27.5C,F98,E1 x K8,ExK,EskMom,27,3,7,77.77777778,0,2,9
11/12/2019,12/12/2019,15:00,T24,Hot,35.5C,F98,E1 x K8,ExK,EskMom,43,1,0,0,0,0,0
11/12/2019,12/12/2019,15:00,T24,Hot,35.5C,F98,E1 x K8,ExK,EskMom,43,2,0,0,0,1,1
11/12/2019,12/12/2019,15:00,T24,Hot,35.5C,F98,E1 x K8,ExK,EskMom,43,3,0,0,0,0,0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
